index	*ID	version	disabled	spawnable	disableChronicle	DropConditionCalc	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Mehtans Choice	1224	100		1	1				1	1	70	75	nee	Succubus Skull		5	5000	blac	blac		invnec9				ac%		150	200	nec		2	3	skilltab	8	2	3	extra_skelemages		6	6	extra_skelewarriors		-6	-6	oskill	Conviction	5	5	ease		50	50	oskill_hide	Hidden Charm Passive	1	1																		0
Ravings of the Mad	1225	100		1	1				1	1	82	86	nef	bloodlord skull		5	5000				invnec5				skilltab	7	2	3	cast1		25	25	balance1		25	25	skill	Poison Nova	3	5	skill	Poison Dagger	3	5	skill	Poison Explosion	3	5	ac		150	225	res-all		15	15	oskill_hide	Hidden Charm Passive	1	1														0
Validator	1226	100		1	1				1	1	1	8	pa1	targe		5	5000				invshld25				ac		20	25	block		15	25	block1		15	15	res-all		15	20	dmg-max		4	12	swing1		10	15	oskill_hide	Hidden Charm Passive	1	1																						0
Seafarer's Security	1227	100		1	1				1	1	1	5	pa1	Targe		5	5000	lblu							ac		10	15	dmg%		15	25	block		20	25	sock		2	2	oskill_hide	Hidden Charm Passive	1	1																														0
Swiftfoot Slash	1228	100		1	1				1	1	12	17	pa2	rondache		5	5000								ac%		75	100	block		20	30	block1		15	15	dmg%		20	30	swing2		20	20	move2		20	20	balance2		25	25	oskill_hide	Hidden Charm Passive	1	1																		0
Grip of the Gorgon	1229	100		1	1				1	1	1	10	pa2	Rondache		5	5000	cgrn	cgrn						ac%		50	80	block		15	30	str		25	25	skilltab	10	1	2	slow		15	15	howl		64	64	oskill_hide	Hidden Charm Passive	1	1																						0
Felix's Brace	1230	100		1	1				1	1	12	22	pa3	heraldic shield		5	5000	oran	oran						ac%		75	100	block		25	35	block2		20	20	dex		15	15	res-all		15	25	red-dmg		10	15	balance3		40	40	oskill_hide	Hidden Charm Passive	1	1																		0
Secret of Steel	1231	100		1	1				1	1	12	15	pa3	Heraldic Shield		5	5000								ac%		75	100	ac		20	40	red-dmg%		10	20	ease		-15	-15	block		15	15	block2		25	25	balance2		25	25	oskill_hide	Hidden Charm Passive	1	1																		0
Bastion of Hope	1232	100		1	1				1	1	12	20	pa4	aerin shield		5	5000	cgrn	cgrn						ac%		90	130	block		25	35	block2		20	20	str		20	20	vit		15	15	addxp		3	5	pal		1	1	res-all		15	25	oskill_hide	Hidden Charm Passive	1	1														0
Hellchatter	1233	100		1	1				1	1	17	27	pa4	Aerin Shield		5	5000	dred	dred						ac		40	50	pal		1	1	res-all		20	35	dmg-fire		16	24	hit-skill	Iron Maiden	10	7	rep-dur	7			dur		45	45	oskill_hide	Hidden Charm Passive	1	1																		0
King's Guard	1234	100		1	1				1	1	17	25	pa5	crown shield		5	5000	cred	cred						ac		75	120	block		30	40	block2		20	20	dmg%		20	30	red-dmg%		5	10	res-mag		5	10	lifesteal		5	5	cheap		5	5	oskill_hide	Hidden Charm Passive	1	1														0
Devourer of Worlds	1235	100		1	1				1	1	25	32	pa5	Crown Shield		5	5000	blac	blac						ac%		75	100	dmg%		25	50	sock		2	4	pal		1	2	oskill_hide	Hidden Charm Passive	1	1																														0
Death to the Soul	1236	100		1	1				1	1	25	37	pa6	akaran targe		5	5000	blac	blac						ac%		120	150	block		30	45	balance2		25	25	allskills		1	1	res-all		30	40	rip		1	1	sock		1	3	charged	Quickness	5	12	oskill_hide	Hidden Charm Passive	1	1														0
Twilight Presence	1237	100		1	1				1	1	25	30	pa6	Akaran Targe		5	5000	lgry	lgry						ac%		100	140	stupidity		3	3	att		50	50	dmg-demon		100	100	move2		30	30	block		25	25	balance2		25	25	oskill_hide	Hidden Charm Passive	1	1																		0
Knight's Holy Sigil	1238	100		1	1				1	1	25	41	pa7	akaran rondache		5	5000	whit	whit						ac/lvl	16			block		35	45	block2		30	30	dmg-demon		100	150	dmg-undead		100	150	dmg%		30	50	att		50	50	pal		1	2	oskill_hide	Hidden Charm Passive	1	1														0
Voice of the Prophet	1239	100		1	1				1	1	25	34	pa7	Akaran Rondache		5	5000								charged	Shout	10	30	charged	Battle Orders	10	30	charged	Battle Command	10	30	res-all		30	40	allskills		1	2	hp%		15	15	rip		1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Defender of Innocence	1240	100		1	1				1	1	29	45	pa8	protector shield		5	5000								ac%		120	160	ac		35	50	block		25	30	balance2		35	35	aura	Defiance	5	8	gethit-skill	Frozen Armor	17	1	res-mag		15	15	oskill_hide	Hidden Charm Passive	1	1																		0
Black Rain	1241	100		1	1				1	1	25	39	pa8	Protector Shield		5	5000	blac	blac						ac%		100	150	res-fire		50	50	res-cold		35	35	dmg-ltng		10	100	stupidity		2	2	kill-skill	Static Field	10	3	aura	Holy Shock	5	10	oskill_hide	Hidden Charm Passive	1	1																		0
Crusader's Will	1242	100		1	1				2	1	40	45	pa9	Gilded Shield		5	5000	oran	oran						ac%		125	175	block		35	35	balance2		20	20	cast3		40	40	mana		70	125	mana-kill		6	10	all-stats		10	10	pal		2	2	oskill_hide	Hidden Charm Passive	1	1														0
Wisdom of Thoth	1243	100		1	1				1	1	36	46	paa	royal shield		5	5000	dpur	dpur						ac		100	150	allskills		2	2	skilltab	10	1	3	enr		25	25	addxp		3	5	res-all		30	60	sock		2	2	oskill_hide	Hidden Charm Passive	1	1																		0
Grand Inquisitor	1244	100		1	1				1	1	50	65	paa	Royal Shield		5	5000								ac%		125	200	block		35	35	block3		30	50	balance3		30	50	addxp		10	15	dmg%		50	50	pal		2	3	res-all-max		5	5	oskill_hide	Hidden Charm Passive	1	1														0
Ancients' Epiphany	1245	100		1	1				1	1	43	55	pab	sacred targe		5	5000	dgld	dgld						ac		125	225	block		30	50	block3		30	30	dmg%		80	100	skill-rand	2	96	125	charged	Shout	25	20	charged	Battle Orders	25	20	charged	Battle Command	25	20	oskill_hide	Hidden Charm Passive	1	1														0
Cleric's Rebuke	1246	100		1	1				1	1	64	72	pab	Sacred Targe		5	5000				invshld32				ac		150	200	aura	Thorns	15	20	gethit-skill	Life Tap	15	5	res-all		40	60	pal		2	2	gold%		200	200	mag%/lvl	8			regen		10	15	oskill_hide	Hidden Charm Passive	1	1														0
Dawn Blesser	1247	100		1	1				1	1	60	68	pac	sacred rondache		5	5000	lyel	lyel						ac%		150	200	dmg%		35	50	res-all		35	50	red-dmg%		15	25	abs-fire%		5	10	abs-ltng%		5	10	abs-cold%		5	10	res-pois-len		50	50	pal		2	2	oskill_hide	Hidden Charm Passive	1	1										0
Faith's Promise	1248	100		1	1				1	1	62	70	pad	Kurast Shield		5	5000	dyel	dyel						ac		150	200	block		35	35	balance2		30	30	aura	Blessed Aim	5	7	skill-rand	5	96	125	rep-dur	12			demon-heal		10	15	oskill_hide	Hidden Charm Passive	1	1																		0
Dawnfall	1249	100		1	1				1	1	70	75	pad	Kurast Shield		5	5000								gethit-skill	Starfall	10	30	ac%		140	200	red-dmg%		15	25	res-all		35	50	skill-rand	3	96	125	move2		25	25	swing3		30	30	oskill_hide	Hidden Charm Passive	1	1																		0
God's Word	1250	100		1	1				1	1	75	81	pae	zakarum shield		5	5000	cblu	cblu						ac/lvl	24			res-all		20	40	cast2		20	20	sock		4	4	pal		2	3	skill	Holy Bolt	2	3	skill	Fist of the Heavens	3	5	pierce-mag		15	20	oskill_hide	Hidden Charm Passive	1	1														0
Valorsong	1251	100		1	1				1	1	60	70	paf	vortex shield		5	5000	oran	oran						allskills		2	2	extra-mag		10	15	res-all		20	30	gethit-skill	Battle Orders	5	10	gethit-skill	Weaken	5	1	gethit-skill	Holy Bolt	25	20	gethit-skill	Fist of the Heavens	25	20	gethit-skill	Blessed Hammer	25	20	extra_holybolt		1	1	oskill_hide	Hidden Charm Passive	1	1										0
Fortress of Morpheus	1252	100		1	1				1	1	84	88	paf	Vortex Shield		5	5000								pal		3	4	ac%		175	175	red-dmg%		10	15	res-all		30	50	sock		4	4	oskill_hide	Hidden Charm Passive	1	1	block		40	40	block2		25	25																		0
Madman's Bluster	1253	100		1	1				1	1	1	12	ba1	jawbone cap		5	5000								ac%		75	100	res-all		10	20	skill	Howl	1	3	dmg-max		4	6	dmg-min		1	2	swing1		10	10	balance2		20	20	enr		-5	-5																		0
Chaos Kin	1254	100		1	1				1	1	1	6	ba1	Jawbone Cap		5	5000		oran						ac		10	15	bar		1	1	red-dmg		3	5	dmg-max		8	12	res-ltng		15	25	howl		66	66																										0
Pitykiller	1255	100		1	1				1	1	1	11	ba2	fanged helm		5	5000								ac		20	40	dmg%		15	20	levelup-skill	Frozen Armor	100	25	res-fire		20	30	res-cold		25	25	nofreeze		1	1																										0
Darkhunger	1256	100		1	1				1	1	12	18	ba2	Fanged Helm		5	5000		cred						ac		10	20	stupidity		2	2	res-all		10	15	lifesteal		5	8	heal-kill		3	5	skilltab	12	1	2																										0
Kygragond	1257	100		1	1				1	1	17	23	ba3	horned helm		5	5000				invhelm34				ac%		90	120	skilltab	12	1	2	block		15	15	block1		15	15	move1		10	10	manasteal		3	3	mana-kill		2	4																						0
Dragon Mask	1258	100		1	1				1	1	12	17	ba3	Horned Helm		5	5000		dgrn						ac%		50	75	dur		25	25	rep-dur	20			att		125	125	dmg-fire		10	20	block		15	15	red-dmg%		5	10																						0
Invader's Glee	1259	100		1	1				1	1	25	27	ba4	assault helm		5	5000								ac%		100	125	lifesteal		3	5	gold%		75	75	mag%		25	25	rep-dur	15			dur		25	25	openwounds		15	15	skilltab	13	1	3																		0
Blood Dancer	1260	100		1	1				1	1	17	22	ba4	Assault Helmet		5	5000		dred						ac		25	50	bloody		1	1	noheal		1	1	move3		25	25	dex		15	15	hp		25	25	res-cold		25	25	res-fire		20	35																		0
Warsummoner	1261	100		1	1				1	1	25	31	ba5	avenger guard		5	5000								ac%		100	125	skilltab	14	1	3	oskill	Revive	2	2	addxp		3	5	res-pois		35	35	abs-fire		8	10	abs-ltng		8	10	str		15	20																		0
Chimera's Chaos	1262	100		1	1				1	1	12	26	ba5	Avenger Guard		5	5000		lyel						ac%		100	140	dmg%		25	25	red-dmg%		10	10	res-all		15	15	oskill	Inferno	6	10	str		20	20																										0
Helms Deep	1263	100		1	1				1	1	25	35	ba6	jawbone visor		5	5000	dgrn	dgrn						ac		100	120	dmg%		30	50	red-dmg%		5	10	res-mag		5	10	indestruct		1	1	all-stats		10	15	hp		50	75																						0
Deadgaze	1264	100		1	1				1	1	25	30	ba6	Jawbone Visor		5	5000	dgry	blac						ac%		100	150	rip		1	1	howl		99	99	manasteal		8	8	mana		35	50	res-ltng		25	25	block		15	15																						0
Malefactor's Reward	1265	100		1	1				1	1	25	40	ba7	lion helm		5	5000	lyel							ac%		110	135	bar		2	2	oskill	Bone Armor	3	3	oskill	Life Tap	1	1	regen		3	5	res-pois-len		50	50	half-freeze		1	1	balance2		20	20																		0
Gambler's Glory	1266	100		1	1				1	1	25	33	ba7	Lion Helm		5	5000	dgld	lpur						ac		50	100	gold%		100	100	mag%/lvl	8			bar		1	1	skilltab	12	1	2	balance2		20	20	swing1		15	15																						0
Primal Lust	1267	100		1	1				1	1	25	43	ba8	rage mask		5	5000				invhelm31				ac%		150	170	dmg-max		15	20	dmg-min		5	10	balance3		30	30	swing1		15	15	block2		20	20	vit		15	15	str		10	10																		0
Slayer's Glee	1268	100		1	1				1	1	25	36	ba8	Rage Mask		5	5000	whit							ac%		125	150	skill	Frenzy	2	3	skill	Berserk	2	2	bar		1	1	kill-skill	Decrepify	50	1	gethit-skill	Terror	10	2	regen		10	10																						0
Hannibal's Crown	1269	100		1	1				1	1	43	46	ba9	Savage Helmet		5	5000	cgrn	cgrn						ac%		150	200	dur		75	75	allskills		2	2	cheap		5	5	hp%		10	10	skill-rand	3	126	155	skill-rand	2	126	155																						0
Hellraiser's Casque	1270	100		1	1				1	1	25	39	ba9	Savage Helmet		5	5000	lred							ac%/lvl	16			rep-dur	9			bar		2	2	heal-kill		10	10	addxp		5	5	sock		2	3																										0
Vanguard	1271	100		1	1				1	1	60	70	baa	slayer guard		5	5000		blac						ac		150	190	bar		1	1	skill-rand	2	126	155	skill-rand	3	126	155	skill-rand	4	126	155	red-dmg		10	20	res-mag		10	15	abs-fire		10	15	block		25	25														0
Conqueror's Feast	1272	100		1	1				1	1	50	55	bab	carnage helm		5	5000	lred	lred						ac/lvl	14			ac		75	100	heal-kill		10	15	regen		10	15	mana		50	50	aura	Vigor	10	10	sock		2	2	res-all		25	25																		0
Foul Embrace	1273	100		1	1				1	1	60	65	bab	Carnage Helm		5	5000	dgrn	dgrn						ac%		150	200	allskills		2	2	dmg-pois	200	1024	1024	res-all		20	30	regen		-12	-12	dmg-to-mana		10	10	lifesteal		6	12	regen-mana		30	60																		0
Death Knight's Mask	1274	100		1	1				1	1	60	70	bac	fury visor		5	5000				invhelm35				ac		200	240	bar		2	3	res-mag		-15	-15	lifesteal		10	10	dmg%		30	50	swing1		10	20	att		100	100																						0
Wasteland Visage	1275	100		1	1				1	1	70	78	bad	destroyer helm		5	5000								ac%		150	200	regen		-15	-15	bar		2	2	dmg-norm		20	40	hp		50	100	res-cold		30	50	res-fire		30	50	res-ltng		30	50	crush/lvl	2																0
Insight of the Ancients	1276	100		1	1				1	1	86	90	bae	conqueror helm		5	5000	dgld	dgld						ac%		200	250	ethereal		1	1	rep-dur	50			all-stats		20	20	addxp		10	10	allskills		2	2	dmg%		50	75	att		50	100																		0
Archon's Ache	1277	100		1	1				1	1	85	81	baf	guardian crown		5	5000	cblu	cblu						ac%		180	210	dmg%		50	50	swing2		20	20	crush		15	15	deadly		25	25	wounds/lvl	4			charged	Decrepify	33	15																						0
Conscience of the King	1278	100		1	1				1	1	83	87	baf	Guardian Crown		5	5000								ac		200	300	res-all		15	25	red-dmg%		10	15	allskills		1	3	mag%		50	100	addxp		5	10	block		20	30	all-stats		20	30	slow		10	10														0
Morning After	1279	100		1	1				1	1	1	12	dr1	wolf head		5	5000								ac%		100	120	regen		8	12	skilltab	15	1	2	dmg%		20	20	mana-kill		5	5	sock		1	1																										0
Blood Brother	1280	100		1	1				1	1	1	4	dr1	Wolf Head		5	5000	lred	lred						ac%		50	75	lifesteal		5	8	hp		25	25	mana		20	20	skill	Wearwolf	1	3	skill	Shape Shifting	1	3																										0
Swift Descent	1281	100		1	1				1	1	12	16	dr2	hawk helm		5	5000								ac%		105	125	dmg-max		6	10	swing2		20	20	lifesteal		5	5	skilltab	16	1	2	att		75	75																										0
Copperbite	1282	100		1	1				1	1	1	8	dr2	Hawk Helm		5	5000	lgld	lgld						ac%		55	75	ac		10	15	rep-dur	7			res-pois		55	55	dmg-pois	50	100	100	dru		1	1																										0
Yamanda's Token	1283	100		1	1				1	1	17	21	dr3	antlers		5	5000								ac%		110	130	dru		1	1	block		15	25	extra-fire		10	10	skill	Oak Sage	1	3	rep-dur	15			dmg-to-mana		5	10																						0
Silverskin	1284	100		1	1				1	1	12	14	dr3	Antlers		5	5000	whit	whit						ac		35	45	red-dmg		3	5	move2		25	25	skilltab	16	1	3	deadly		15	15	dmg-cold		10	15	freeze		1	1																						0
Voltar's Feather	1285	100		1	1				1	1	17	24	dr4	falcon mask		5	5000	dgry	dgry						ac%		115	135	res-mag		5	10	dmg-ltng		1	75	res-ltng		25	25	enr		25	25	move2		15	15																										0
Eye of Heaven	1286	100		1	1				1	1	12	19	dr4	Falcon Mask		5	5000								ac%		65	100	half-freeze		1	1	enr		15	15	vit		15	15					cast2		25	25																										0
Lion's Pride	1287	100		1	1				1	1	25	30	dr5	spirit mask		5	5000	dyel	dyel						ac%		120	140	str		20	20	deadly		15	15	dmg-min		10	10	balance2		20	20	str/lvl	6			mag%		30	30																						0
Wraith Whisper	1288	100		1	1				1	1	17	25	dr5	Spirit Mask		5	5000	dgry	dgry						ac%		80	110	dru		1	1	skilltab	17	1	2	light		3	5	ethereal		1	1	rep-dur	15			res-cold/lvl	8																								0
Moon Shadow	1289	100		1	1				1	1	17	29	dr6	alpha helm		5	5000	blac	blac						ac%		150	180	fade		1	1	res-ltng		15	30	hp		20	40	heal-kill		10	10	ac/lvl	8			charged	Fade	15	3																						0
The King's Heart	1290	100		1	1				1	1	25	34	dr6	Alpha Helm		5	5000								ac%		100	125	allskills		1	1	res-all		25	25	dmg%		25	25	skill	Rabies	2	3	hp%		10	10																										0
Gathering of Hawks	1291	100		1	1				1	1	30	42	dr7	griffon headress		5	5000	lred	lred						ac		75	100	skill	Raven	2	3	ravenhits		1	1	skill-rand	3	221	250	res-cold/lvl	4			hp/lvl	4			res-fire/lvl	4																								0
Creeper's Canopy	1292	100		1	1				1	1	30	40	dr7	Griffon Headress		5	5000				invhelm14				ac%		100	135	skill	Wearwolf	2	5	skill	Feral Rage	2	5	skill	Hunger	2	3	howl		38	38	balance2		25	25	regen-mana		50	50																						0
Centaur's Sight	1293	100		1	1				1	1	25	37	dr8	hunters guise		5	5000	oran	oran						ac%		155	185	skill-rand	2	221	250	skill-rand	3	221	250	skilltab	17	2	2	balance2		20	20	ignore-ac		1	1	dmg-undead		75	75																						0
Night Prowler	1294	100		1	1				1	1	25	43	dr8	Hunter's Guise		5	5000	blac	blac						ac%		120	150	dru		2	2	skilltab	15	1	2	move3		50	50	balance2		25	25	swing2		15	15	block3		40	40																						0
Phoenix Fall	1295	100		1	1				1	1	43	46	dr9	sacred feathers		5	5000	cred	cred						ac%		160	190	dmg-fire		35	100	dru		1	1	extra-fire		10	15	res-all		15	25	light		1	3	sock		1	1																						0
Falcon Sharp	1296	100		1	1				1	1	30	40	dr9	Sacred Feathers		5	5000								ac%		125	150	all-stats		10	10	dmg%		50	50	hit-skill	Inner Sight	10	5	skilltab	16	1	2																														0
Leader of the Pack	1297	100		1	1				1	1	60	65	dra	totemic mask		5	5000	dgry	dgry						ac%		170	200	allskills		1	1	skill-rand	3	221	250	skill-rand	3	221	250	extra_spirit_wolves		1	3	extra_dire_wolves		1	2	move2		20	20	ease		50	100																		0
Call of the Wild	1298	100		1	1				1	1	85	81	drb	blood spirit		5	5000								skilltab	16	2	4	dmg-norm		30	60	lifesteal		6	6	skill	Wearwolf	3	5	skill	Fury	3	6	skill	Feral Rage	3	5	balance1		20	20	res-all		20	20																		0
Eagle Eyes	1299	100		1	1				1	1	80	70	drc	sun spirit		5	5000								ac		160	210	skilltab	15	1	3	red-dmg		10	15	cast1		15	20	extra_ravens		1	3	ravenhits		1	1	ease		100	100																						0
Sanctuary's Scion	1300	100		1	1				2	1	49	59	drc	Sun Spirit		5	5000	dyel	dyel						ac%		150	200	dru		2	2	red-dmg%		10	15	red-mag		10	15	mag%		25	50	att%		35	50	skill-rand	4	221	250	skill-rand	3	221	250																		0
Spirit of the Land	1301	100		1	1				1	1	65	72	drd	earth spirit		5	5000								ac		175	240	red-dmg%		10	20	res-mag		10	15	all-stats		25	25	balance2		25	25	move2		25	25	hp%		10	20	dru		1	2																		0
Hecuba's Tresses	1302	100		1	1				1	1	75	75	dre	sky spirit		5	5000								ac		240	300	dru		3	4	sock		3	4																																						0
Call of the Kindred	1303	100		1	1				1	1	85	86	drf	dream spirit		5	5000				invhelm37				skilltab	15	2	2	balance2		20	20	hp/lvl	12			mana/lvl	12			skill	Summon Spirit Wolf	3	5	skill	Summon Fenris	3	5	skill	Summon Grizzly	3	5	ac		200	240																		0
Stone Feather	1304	100		1	1				2	1	70	70	drf	Dream Spirit		5	5000	oran	oran						ac%		200	300	red-dmg%		20	30	sock		3	4	allskills		2	2																																		0
Killer's Watch	1305	100		1	1				1	1	1	12	ktr	katar		5	5000								extra-elem		5	5	skilltab	18	1	1	swing1		15	15	charged	IronGolem	5	6	oskill_hide	Hidden Charm Passive	1	1																														0
Hidden Death	1306	100		1	1				1	1	1	7	ktr	katar		5	5000	blac	blac						dmg%		100	150	dmg-max		6	10	deadly		25	35	skill	Claw Mastery	1	2	oskill_hide	Hidden Charm Passive	1	1																														0
Simpleton's Shadow	1307	100		1	1				1	1	1	5	ktr	Katar		5	5000	dgry	dgry						dmg%		60	80	move2		25	25	lifesteal		3	5	ass		1	1	skill	Tiger Strike	2	3	oskill_hide	Hidden Charm Passive	1	1																										0
Razorspine	1308	100		1	1				1	1	1	12	wrb	wrist blade		5	5000				invclaw1				dmg-min		12	23	dmg-max		32	42	skilltab	19	1	2	thorns		15	15	noheal		1	1	res-pois		15	20	oskill_hide	Hidden Charm Passive	1	1																						0
Storms of Spring	1309	100		1	1				1	1	1	7	wrb	wrist blade		5	5000	whit	whit						dmg%		105	155	dmg-ltng		10	15	res-ltng		15	25	gethit-skill	Charged Bolt	25	5	block		15	15	oskill_hide	Hidden Charm Passive	1	1																										0
Murdering Bloom	1310	100		1	1				1	1	1	5	wrb	Wrist Blade		5	5000	cred	cred						dmg%		60	80	ass		1	1	kill-skill	Charged Bolt	25	5	swing1		15	15	sock		1	1	oskill_hide	Hidden Charm Passive	1	1																										0
Spirit Hawk	1311	100		1	1				1	1	1	15	axf	hatchet hands		5	5000								dmg-min		14	25	dmg-max		34	44	skilltab	20	1	1	oskill	Oak Sage	2	3	res-mag		10	10	dmg-mag		25	40	oskill_hide	Hidden Charm Passive	1	1																						0
Cold of Winter	1312	100		1	1				1	1	85	83	7ar	Suwayyah		5	5000	whit	whit						swing2		20	30	extra-cold		10	15	pierce-cold		15	20	oskill	Chilling Armor	5	5	skilltab	18	1	3	skill	Snowlash Sentry	2	4	skill	Glacial Vortex Sentry	2	4	oskill_hide	Hidden Charm Passive	1	1																		0
Crimson Cry	1313	100		1	1				1	1	1	10	axf	Hatchet Hands		5	5000	dred	dred						dmg%		65	85	bloody		1	1	noheal		1	1	howl		66	66	swing2		25	25	oskill	Shout	2	2	oskill_hide	Hidden Charm Passive	1	1																						0
Samantha's Fist	1314	100		1	1				1	1	12	20	ces	cestus		5	5000								dmg-min		16	27	dmg-max		36	46	skilltab	19	1	2	swing2		25	25	sock		2	2	oskill_hide	Hidden Charm Passive	1	1																										0
Androsphinx	1315	100		1	1				1	1	12	15	ces	cestus		5	5000	dred	dred						dmg%		115	165	swing1		15	15	move2		20	20	lifesteal		6	6	ac-hth		200	200	crush		10	10	ass		1	1	oskill_hide	Hidden Charm Passive	1	1																		0
Liege Reaver	1316	100		1	1				1	1	12	15	ces	Cestus		5	5000	cgrn	cgrn						dmg%		65	90	dmg-norm		5	10	skilltab	20	1	2	rep-dur	25			dur		75	75	att		150	150	openwounds		15	15	oskill_hide	Hidden Charm Passive	1	1																		0
Frostshiver	1317	100		1	1				1	1	10	22	clw	claws		5	5000	lblu	lblu						dmg-min		22	35	dmg-max		45	70	skilltab	18	1	2	dmg-cold		25	35	freeze		3	3	gethit-skill	Frozen Armor	15	5	charged	Glacial Spike	81	6	res-cold		25	35	oskill_hide	Hidden Charm Passive	1	1														0
Lynx Talon	1318	100		1	1				1	1	12	24	clw	claws		5	5000	dyel	dyel						dmg%		120	170	swing3		25	25	mana-kill		3	5	aura	Defiance	1	3	balance2		25	25	dex		20	20	res-fire		25	25	oskill_hide	Hidden Charm Passive	1	1																		0
Winterquick	1319	100		1	1				1	1	12	20	clw	Claws		5	5000	whit	whit						dmg%		65	100	dmg-cold	300	15	25	swing2		30	30	skill	Claw Mastery	2	2	pierce-cold		15	15	oskill	Frost Nova	10	10	dmg-max		10	15	oskill_hide	Hidden Charm Passive	1	1																		0
Nightmare Razors	1320	100		1	1				1	1	12	25	btl	blade talons		5	5000	blac	blac						dmg-min		25	35	dmg-max		60	80	skilltab	19	1	2	openwounds		25	25	res-all		15	15	lifesteal		4	7	att%		20	20	oskill_hide	Hidden Charm Passive	1	1																		0
