index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Nightmare Razors	1284	100	1			1	1	13	32	btl	blade talons		5	5000	blac	blac						dmg-min		25	35	dmg-max		60	80	skilltab	19	1	3	extra-fire		10	10	extra-ltng		10	10	res-all		15	15	lifesteal		4	7	att%		20	20	oskill_hide	393	1	1														0
Key to the Madhouse	1285	100	1			3	1	8	28	btl	blade talons		5	5000	oran	oran						dmg%		125	175	dmg-norm		15	30	enr		15	15	mag%		25	35	allskills		1	1	skilltab	18	1	3	sock		2	2	oskill_hide	393	1	1																		0
Bladespan	1286	100	1			5	1	2	22	btl	Blade Talons		5	5000								dmg%		70	100	ignore-ac		1	1	ass		1	1	skilltab	19	1	2	slow		20	20	skill-rand	3	251	268	dmg-norm		11	22	oskill_hide	393	1	1																		0
Dark Demense	1287	100	1			1	1	22	38	skr	scissors katar		5	5000	dgry	dgry						dmg-min		35	45	dmg-max		80	100	skilltab	20	1	3	ass		1	1	allskills		1	1	stupidity		2	2	gethit-skill	Dim Vision	11	4	rep-dur	17			oskill_hide	393	1	1														0
Martial Law	1288	100	1			3	1	13	33	skr	scissors katar		5	5000	dgld	dgld						dmg%		130	180	skilltab	20	3	5	str		15	15	dex		20	20	vit		25	25	red-dmg%		10	15	crush		20	20	deadly/lvl	6			oskill_hide	393	1	1														0
Troll's Touch	1289	100	1			5	1	7	27	skr	Scissors Katar		5	5000	lgrn	lgrn						dmg%		80	120	regen		25	25	lifesteal		6	8	manasteal		6	8	regen-mana		75	75	ass		2	2	dmg-norm		15	30	oskill_hide	393	1	1																		0
Key to Hell	1290	100	1			1	1	52	52	9ar	quhab		5	5000	cred	cred						dmg%		100	100	dmg-min		20	40	dmg-max		50	90	allskills		2	2	block1		25	25	dmg-demon		200	200	charged	Bone Prison	45	15	skilltab	18	2	2	oskill_hide	393	1	1														0
Storm Demon's Glare	1291	100	1			3	1	20	37	9ar	quhab		5	5000	dyel	dyel						dmg%		180	230	skilltab	19	1	3	hit-skill	Nova	6	9	ignore-ac		1	1	oskill	vengeance	2	4	regen-mana		25	25	cast1		15	15	oskill_hide	393	1	1																		0
Corpseflayer	1292	100	1			5	1	9	29	9ar	Quhab		5	5000				invclaw3				dmg%		135	190	ass		1	1	dmg-undead		250	250	deadly		15	25	skilltab	19	1	3	att		100	250	reanimate	7	10	10	oskill_hide	393	1	1																		0
Sabertooth	1293	100	1			1	1	46	56	9wb	wrist spike		5	5000	whit	whit						dmg%		100	100	dmg-min		20	40	dmg-max		50	90	skilltab	19	1	3	ass		1	1	res-cold		25	35	regen		15	15	str		15	15	red-dmg		10	15	oskill_hide	393	1	1										0
Pleasures of the Perverse	1294	100	1			3	1	21	41	9wb	wrist spike		5	5000								dmg%		190	240	swing3		30	30	ass		2	2	skill	Dragon Claw	1	3	skill	Weapon Block	1	3	charged	Bone Armor	25	20	kick/lvl	8			sock		1	1	oskill_hide	393	1	1														0
Dusk Ray	1295	100	1			5	1	12	32	9wb	Wrist Spike		5	5000	oran	oran						dmg%		140	180	dmg-norm		20	40	allskills		1	1	skilltab	20	1	1	dmg-fire		40	90	aura	109	4	9	swing2		30	30	mana		35	35	oskill_hide	393	1	1														0
Razor Knuckle	1296	100	1			1	1	51	60	9xf	fascia		5	5000								dmg%		100	100	dmg-min		22	40	dmg-max		53	90	skilltab	18	3	3	swing2		30	30	cast2		25	25	thorns/lvl	8			oskill_hide	393	1	1																		0
Heat of Summer	1297	100	1			3	1	33	43	9xf	fascia		5	5000	lred	lred						dmg%		200	250	dmg-fire		75	150	res-cold		25	50	abs-fire%		10	10	fireskill		5	5	dex		15	15	skill-rand	3	251	280	dmg-norm		15	30	oskill_hide	393	1	1														0
Scarab Cleaver	1298	100	1			5	1	16	36	9xf	Fascia		5	5000	cblu	cblu						dmg%		150	200	swing2		20	20	ass		2	2	sock		1	2	res-ltng		75	75	abs-ltng		20	25	dmg-demon		150	250	dmg-max		10	10	oskill_hide	393	1	1														0
Full Suffering	1299	100	1			1	1	55	63	9cs	hand scythe		5	5000				invclaw2				dmg%		100	120	dmg-min		24	40	dmg-max		55	90	skilltab	20	2	2	allskills		2	2	hit-skill	Amplify Damage	20	5	res-fire		25	35	cheap		5	10	mana-kill		6	6	oskill_hide	393	1	1										0
Chi Strike	1300	100	1			3	1	28	46	9cs	hand scythe		5	5000	lpur	lpur						dmg%		205	255	skill	Psychic Hammer	5	7	ass		1	1	deadly		33	33	res-all		20	40	enr		15	25	red-dmg		10	15	heal-kill		8	8	oskill_hide	393	1	1														0
Slithertongue	1301	100	1			5	1	20	38	9cs	Hand Scythe		5	5000	lgrn	lgrn						dmg%		175	220	res-pois		45	45	res-pois-max		10	15	res-pois-len		75	75	dmg-pois	125	1000	1000	skilltab	20	1	3	dex		15	15	enr		20	20	dmg-max		15	20	oskill_hide	393	1	1										0
Wight Claw	1302	100	1			1	1	57	65	9lw	greater claws		5	5000	blac	blac						dmg%		110	130	dmg-min		27	40	dmg-max		60	90	skilltab	19	2	2	ass		1	1	lifesteal		10	10	manasteal		10	10	regen		10	10	regen-mana		65	65	oskill_hide	393	1	1										0
Shadowy Places	1303	100	1			3	1	38	48	9lw	greater claws		5	5000	dgry	dgry						dmg%		215	265	skill-rand	4	251	280	skill-rand	3	251	280	skill-rand	3	251	280	skill-rand	2	251	280	skill-rand	2	251	280	ass		1	1	swing2		20	20	oskill_hide	393	1	1														0
Werewolf Talons	1304	100	1			5	1	24	40	9lw	Greater Claws		5	5000								dmg%		175	240	swing3		30	30	allskills		2	2	oskill	shape shifting	5	8	oskill	wearwolf	5	8	oskill	fury	1	3	att%		25	25	sock		1	2	oskill_hide	393	1	1														0
Dark Nemesis	1305	100	1			1	1	55	68	9tw	greater talons		5	5000	dpur	dpur						dmg%		120	140	dmg-min		30	40	dmg-max		70	90	skilltab	18	1	3	swing2		25	25	sock		3	3	oskill_hide	393	1	1																						0
Adamantine Razors	1306	100	1			3	1	40	50	9tw	greater talons		5	5000	whit	whit						dmg%		220	270	ass		1	1	dmg-norm		30	60	indestruct		1	1	deadly		44	44	crush		27	27	skilltab	18	1	3	manasteal		6	6	oskill_hide	393	1	1														0
Path of the Nightwalker	1307	100	1			1	1	55	70	9qr	scissors quhab		5	5000	blac	blac						dmg%		135	160	dmg-min		30	40	dmg-max		70	90	dmg/lvl	5			att%		35	35	balance2		25	25	all-stats		10	25	rep-dur	20			skill	Fade	7	7	oskill_hide	393	1	1										0
Fearsome Rumors	1308	100	1			3	1	44	54	9qr	scissors quhab		5	5000	dgrn	dgrn						dmg%		225	275	dmg-max		30	50	swing3		40	40	skill	Dragon Claw	3	5	skill	Weapon Block	3	5	sock		1	1	ease		-100	-100	hp		75	75	res-pois		30	40	oskill_hide	393	1	1										0
Glitterkill	1309	100	1			5	1	39	49	9qr	Scissors Quhab		5	5000								dmg%		170	225	ass		2	2	res-mag		20	20	res-all		25	25	move2		25	25	skill	Quickness	1	3	skill	Cloak of Shadows	1	3	rep-dur	5			oskill_hide	393	1	1														0
Wakazashi	1310	100	1			1	1	57	64	7ar	suwayyah		5	5000	whit	whit						dmg%		250	300	ass		2	2	skilltab	20	1	3	swing3		30	30	ignore-ac		1	1	sock		2	2	oskill_hide	393	1	1																						0
Iniquity Razor	1311	100	1			3	1	45	55	7ar	Suwayyah		5	5000		lpur						dmg%		200	275	allskills		1	2	mag%/lvl	5			mag%		25	50	deadly		50	75	block		15	25	block3		40	40	skilltab	20	1	3	oskill_hide	393	1	1														0
Biteblade	1312	100	1			1	1	65	71	7wb	wrist sword		5	5000	dred	dred						dmg%		250	300	dmg-norm		20	40	reduce-ac		15	15	noheal		1	1	skilltab	18	1	2	demon-heal		25	25	skill	Dragon Claw	1	3	oskill_hide	393	1	1																		0
Nightwrath	1313	100	1			1	1	1	76	7xf	war fist		5	5000								dmg%		250	300	dmg/lvl	6			block		15	25	skill	Weapon Block	1	3	ass		1	1	fade		1	1	stupidity		1	1	oskill_hide	393	1	1																		0
Silent Shank	1314	100	1			3	1	38	38	7xf	War Fist		5	5000	blac	blac						dmg%		200	260	swing3		35	35	cast2		25	25	regen		10	15	nofreeze		1	1	cheap		15	15	fade		1	3	dmg/lvl	7			oskill_hide	393	1	1														0
Flaming Fist	1315	100	1			1	1	74	79	7cs	battle cestus		5	5000	cred	cred						dmg%		250	300	allskills		1	1	dmg-fire		200	300	pierce-fire		15	15	abs-fire%		10	10	res-fire-max		10	10	res-fire		60	60	res-cold		35	35	oskill_hide	393	1	1														0
Death Slaad	1316	100	1			1	1	76	82	7lw	feral claws		5	5000	dgry	dgry						dmg%		250	300	dmg-norm		25	50	ass		2	2	dmg-max		25	50	rip		1	1	addxp		5	5	rep-dur	15			oskill_hide	393	1	1																		0
Enchanted Blades	1317	100	1			1	1	80	85	7tw	runic talons		5	5000	oran	oran						dmg%		250	320	res-mag		25	25	red-mag		25	25	dmg-mag		75	200	oskill	battle command	3	3	skilltab	19	1	2	gethit-skill	Lightning	6	12	res-all		25	25	oskill_hide	393	1	1														0
Sin Sister	1318	100	1			3	1	28	45	7tw	Runic Talons		5	5000	blac	blac						dmg%		200	300	swing2		30	30	sock		3	3	dmg/lvl	7			oskill_hide	393	1	1																														0
Avalanche Strike	1319	100	1			1	1	15	35	7qr	scissors suwayyah		5	5000	cblu	cblu						dmg%		300	400	dmg-cold	300	200	250	hit-skill	Glacial Spike	50	4	res-cold		45	45	rep-dur	15			lifesteal		6	8	manasteal		6	8	oskill_hide	393	1	1																		0
Torturer's Trust	1320	100	1			3	1	79	83	7qr	Scissors Suwayyah		5	5000								dmg%		225	300	allskills		2	2	skilltab	20	1	3	res-all		30	50	skill-rand	7	252	281	regen		15	20	gold%		100	100	mag%		25	50	att%		100	100	oskill_hide	393	1	1										0
Ring of Engagement	1321	100	1			9	1	1	3	rin	ring		5	5000				invring1				dmg-max		2	5	hp		10	20	str		5	5	aura	98	1	1																																		0
Nameless Fear	1322	100	1			9	1	1	11	rin	ring		5	5000				invring3				dmg%		10	15	swing1		10	10	howl		45	45	noheal		1	1																																		0
Elven Heartband	1323	100	1			8	1	1	18	rin	ring		5	5000				invring5				addxp		3	5	hp		20	30	red-dmg%		5	5	mag%		15	25	lifesteal		4	6																														0
Knell of Discord	1324	100	1			8	1	2	20	rin	ring		5	5000				invring6				lifesteal		5	7	slow		15	15	knock		3	3	enr		10	10																																		0
Vampiric Regeneration	1325	100	1			7	1	8	28	rin	ring		5	5000				invring8				hp		35	35	regen		8	12	regen-mana		35	35	regen-stam		20	20	manasteal		3	5	lifesteal		5	7																										0
Golem's Might	1326	100	1			6	1	24	24	rin	ring		5	5000				invring10				str		25	25	dmg-norm		10	15	res-all		8	15	heal-kill		5	8	swing1		10	10																														0
Planatar Enlightenment	1327	100	1			2	1	23	23	rin	ring		5	5000				invring12				allskills		1	1	res-all		8	15	hp		35	50	gold%		65	65	enr		20	20	addxp		3	5	cheap		8	10																						0
Thief of Dreams	1328	100	1			5	1	50	50	rin	ring		5	5000				invring13				mag%		33	50	res-fire		25	35	mana		65	80	cast1		15	15	addxp		3	3																														0
Jackal's Laughter	1329	100	1			3	1	64	64	rin	ring		5	5000				invring16				allskills		1	1	lifesteal		8	11	manasteal		7	8	hp		55	80	oskill	terror	6	6	deadly/lvl	3																												0
Fellowship's Hope	1330	100	1			2	1	73	73	rin	ring		5	5000				invring18				allskills		1	1	mag%		25	35	res-all		15	15	red-dmg		5	8	red-mag		5	8	move1		10	10	cast1		10	10	block1		10	10																		0
Faerie Ring	1331	100	1			1	1	82	82	rin	ring		5	5000				invring20				allskills		1	1	hp%		15	15	mana%		15	15	light		7	7	fade		1	1	block		15	20	mag%		25	50	balance2		20	20																		0
Stone of Jordan	1332	100	1			1	1	85	85	rin	ring		5	5000				invring21				allskills		2	2	mana%		40	40	cast1		15	15	dmg-ltng		10	100																																		0
Eye of Kahn	1333	100	1			9	1	3	3	amu	amulet		5	5000				invammy7				hp		25	35	mana		25	35	dex		5	10	str		5	10	dmg-max		3	6																														0
Psyche Shroud	1334	100	1			9	1	6	6	amu	amulet		5	5000				invammy5				move2		15	15	res-ltng		20	20	hp		20	30	enr		10	10																																		0
Amulet of Warding	1335	100	1			7	1	12	12	amu	amulet		5	5000				invammy2				red-dmg		5	8	res-all		10	15	red-mag		4	6	block		5	12	ac		35	50																														0
Cryptking	1336	100	1			6	1	27	27	amu	amulet		5	5000				invammy8				oskill	skeleton mastery	5	10	oskill	raise skeletal mage	3	5	dmg-undead		200	200	allskills		1	1	regen		6	8	regen-mana		25	50																										0
Sequence of Seasons	1337	100	1			6	1	30	30	amu	amulet		5	5000				invammy4				allskills		1	1	dmg-cold	100	15	25	dmg-ltng		1	70	dmg-fire		30	50	aura	103	1	1	regen		6	8																										0
Rat Lord's Curse	1338	100	1			6	1	38	38	amu	amulet		5	5000				invammy1				dmg-demon		100	100	hp		35	50	str		15	25	dex		15	25	red-dmg%		10	10	red-mag		6	9																										0
Luck Sigil	1339	100	1			5	1	45	45	amu	amulet		5	5000				invammy3				allskills		1	1	mag%/lvl	12			gold%/lvl	16			att%		10	10	fade		1	1																														0
The Vanquisher	1340	100	1			3	1	15	15	amu	amulet		5	5000				invammy9				dmg%		50	50	cast2		20	20	lifesteal		8	8	manasteal		5	8	swing2		20	20																														0
Foul Sigil	1341	100	1			3	1	78	78	amu	amulet		5	5000				invammy13				allskills		1	2	all-stats		15	25	regen		-3	-3	res-pois		65	65	swing1		15	15	block		15	15	nofreeze		1	1																						0
Sigil of Hope	1342	100	1			1	1	85	85	amu	amulet		5	5000				invammy6				allskills		2	2	block		10	15	kill-skill	corpse explosion	5	15	mag%		35	50	gold%/lvl	16			att%		25	25	res-all-max		5	5	res-all		30	50																		0
Autumn's Avatar	1343	100	1			5	1	12	12	cm1	charm	1	5	5000				invscm1				hp		20	30	mana		20	30	dmg-max		5	10	str		3	5	charm-property		1	1																														0
Remembrance of Glory	1344	100	1			4	1	81	80	cm1	charm	1	5	5000				invscm1				hp		50	100	mana		50	100	res-all		5	10	dex		10	10	charm-property		1	1																														0
Argo's Anchor	1345	100	1			3	1	48	48	cm1	charm	1	5	5000				invscm1				dmg-max		10	15	mag%		15	25	block		5	10	att		50	75	charm-property		1	1																														0
Ogre King's Bowl	1346	100	1			2	1	60	60	cm2	charm	1	5	5000				invscm2				lifesteal		5	7	manasteal		5	7	regen		8	12	regen-mana		25	50	charm-property		1	1																														0
Peacemaker	1347	100	1			5	1	15	15	cm1	charm	1	5	5000				invscm2				hp		20	30	mana		20	30	str		5	5	dex		5	5	charm-property		2	2																														0
Life & Death	1348	100	1			3	1	55	55	cm2	charm	1	5	5000				invscm2				allskills		1	1	mag%		30	30	gold%		50	75	thorns		50	100	charm-property		2	2																														0
Throne of Power	1349	100	1			1	1	81	81	cm2	charm	1	5	5000	dred	dred		invscm2				hp		30	50	mana		30	50	dmg-max		10	15	all-res		5	8	addxp		3	5	charm-property		2	2																										0
Nightshade	1350	100	1			5	1	6	6	cm3	charm	1	5	5000				invscm3				hp		20	30	dmg-cold	200	5	15	freeze		1	2	move1		15	15	charm-property		3	3																														0
Queen's Call	1351	100	1			1	1	81	85	cm3	charm	1	5	5000				invscm3				allskills		1	2	hp		50	75	res-all		10	15	block1		10	10	move1		10	10	swing1		10	10	charm-property		3	3																						0
Tiger Eye	1352	100	1			5	1	5	5	jew	jewel		3	5000								dmg%		15	20	dmg-max		5	8																																										0
Jade Facet	1353	100	1			5	1	18	18	jew	jewel		3	5000		lgrn						dmg%		20	29	dmg-max		8	10																																										0
Topaz Facet	1354	100	1			5	1	27	27	jew	jewel		3	5000		lyel						gold%		25	25	mag%		10	15	ac		25	50																																						0
Emerald Facet	1355	100	1			5	1	38	38	jew	jewel		3	5000		cgrn						dmg%		27	34	swing1		15	15																																										0
Quartz Facet	1356	100	1			5	1	43	43	jew	jewel		3	5000								hp		30	40	mana		25	35	cast1		10	10																																						0
Rainbow Facet	1357	100	0			1	1	49	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	death-skill	Blizzard	100	37																																		0
Rainbow Facet	1358	100	0			1	1	49	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	death-skill	Meteor	100	31																																		0
Rainbow Facet	1359	100	0			1	1	49	49	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	death-skill	Poison Nova	100	51																																		0
Rainbow Facet	1360	100	0			1	1	49	49	jew	jewel		3	5000								dmg-ltng		1	74	pierce-ltng		3	5	extra-ltng		3	5	levelup-skill	Nova	100	41																																		0
Rainbow Facet	1361	100	0			1	1	49	49	jew	jewel		3	5000								dmg-cold	3	24	38	pierce-cold		3	5	extra-cold		3	5	levelup-skill	Frost Nova	100	43																																		0
Rainbow Facet	1362	100	0			1	1	49	49	jew	jewel		3	5000								dmg-fire		17	45	pierce-fire		3	5	extra-fire		3	5	levelup-skill	Blaze	100	29																																		0
Rainbow Facet	1363	100	0			1	1	49	49	jew	jewel		3	5000								dmg-pois	50	187	187	pierce-pois		3	5	extra-pois		3	5	levelup-skill	Venom	100	23																																		0
Sapphire Facet	1364	100	1			1	1	58	58	jew	jewel		3	5000		cblu						dmg%		37	40	swing1		15	15																																										0
Spinel Facet	1365	100	1			1	1	58	58	jew	jewel		3	5000		cblu						dmg%		37	40	dmg-max		12	15																																										0
Diamond Facet	1366	100	1			1	1	67	67	jew	jewel		3	5000		whit						res-all		12	15	cast1		10	10	red-dmg%		3	5	block		6	8																																		0
Adamantine Facet	1367	100	1			1	1	71	71	jew	jewel		3	5000								red-dmg%		5	7	red-dmg		8	12	red-mag		8	10	ac%		25	35																																		0
Star Facet	1368	100	1			1	1	76	76	jew	jewel		3	5000								dmg%		40	40	swing1		15	15	dmg-max		15	15																																						0
Heaven Facet	1369	100	1			1	1	85	85	jew	jewel		3	5000								allskills		1	1	hp%		5	5	mana%		5	5																																						0
t1 Splash Charm	1370	100	1			1	1	1	1	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splash	proc_SplashDamage	100	1	dmg2%		-40	-40	charm-property		1	1																																						0
t2 Splash Charm	1371	100	0			1	1	1	3	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashtwo	proc_SplashDamage_Two	100	1	dmg2%		-36	-36	charm-property		1	1																																						0
t3 Splash Charm	1372	100	0			1	1	1	11	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashtwo	proc_SplashDamage_Two	100	1	dmg2%		-33	-33	charm-property		1	1																																						0
Keychain	1373	100	0			1	1	1	1	kch	Keychain		1	1			flpmph	invsto1	item_key		item_key	stacked/terror-key		1	1	stacked/hate-key		1	1	stacked/destruction-key		1	1																																						0
Terror Key Grabber	1374	100	0			1	1	1	1	tkg	Terror Key Grabber		1	1			flpgsv	invgsva	item_key		item_key																																																		0
Hate Key Grabber	1375	100	0			1	1	1	1	hkg	Hate Key Grabber		1	1			flpgsv	invgsva	item_key		item_key																																																		0
Destruction Key Grabber	1376	100	0			1	1	1	1	dkg	Destruction Key Grabber		1	1			flpgsv	invgsva	item_key		item_key																																																		0
Gem Bag	1377	100	0			0	1	1	1	bag	Gem Bag		1	1			flpmph	invsto2	item_rare		item_rare	stacked/gem		1	1																																														0
Amethyst Grabber	1378	100	0			1	1	1	1	agr	Amethyst Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Topaz Grabber	1379	100	0			1	1	1	1	tgr	Topaz Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Sapphire Grabber	1380	100	0			1	1	1	1	sgr	Sapphire Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Emerald Grabber	1381	100	0			1	1	1	1	egr	Emerald Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Diamond Grabber	1382	100	0			1	1	1	1	mgr	Diamond Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Ruby Grabber	1383	100	0			1	1	1	1	rgr	Ruby Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Skull Grabber	1384	100	0			1	1	1	1	kgr	Skull Grabber		1	1			flpgsv	invgsva	item_gem		item_gem																																																		0
Summon Armor	1385	0	0			1	1	1	1	vf3	Quilted Armor		5	5000								splash	proc_SplashDamage	100	1	dmg2%		-40	-40																																										0
t4 Splash Charm	1417	100	0			1	1	1	21	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashthree	proc_SplashDamage_Three	100	1	dmg2%		-30	-30	charm-property		1	1																																						0
t5 Splash Charm	1418	100	0			1	1	1	29	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashthree	proc_SplashDamage_Three	100	1	dmg2%		-25	-28	charm-property		1	1																																						0
t6 Splash Charm	1419	100	0			1	1	1	35	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashfour	proc_SplashDamage_Four	100	1	dmg2%		-20	-26	charm-property		1	1																																						0
t7 Splash Charm	1420	100	0			1	1	1	41	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashfour	proc_SplashDamage_Four	100	1	dmg2%		-15	-24	charm-property		1	1																																						0
t8 Splash Charm	1421	100	0			1	1	1	45	cm4	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashfour	proc_SplashDamage_Four	100	1	dmg2%		-10	-22	charm-property		1	1																																						0
t9 Splash Charm	1422	100	0			1	1	1	49	cm5	charm	1	1	1			flpmss	invmss	item_gem	12	item_gem	splashfive	proc_SplashDamage_Five	100	1	dmg2%		-5	-20	charm-property		1	1																																						0
