Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	CannotDesecrate	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	ShieldBlockOverride	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass	TreasureClassChamp	TreasureClassUnique	TreasureClassQuest	TreasureClassDesecrated	TreasureClassDesecratedChamp	TreasureClassDesecratedUnique	TreasureClass(N)	TreasureClassChamp(N)	TreasureClassUnique(N)	TreasureClassQuest(N)	TreasureClassDesecrated(N)	TreasureClassDesecratedChamp(N)	TreasureClassDesecratedUnique(N)	TreasureClass(H)	TreasureClassChamp(H)	TreasureClassUnique(H)	TreasureClassQuest(H)	TreasureClassDesecrated(H)	TreasureClassDesecratedChamp(H)	TreasureClassDesecratedUnique(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
slinger8	611	slinger1	slinger9	1	Slinger	slinger1	speed_slow_monprop	pantherwoman	PantherJavelin		PW	1	1												6	8		12	16	1	19	59	81	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																					100	85	75	-50	-40	-33									25		50		25		50	15	99	15	2				19	19	19	5	53	86	58	67	47	116	93							94	145	95	80	55	88	138							110	169	95	72	77	123	138							A1	cold	100	40	60	50	100	48	72	100	100	62	92	150																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
slinger9	612	slinger1		1	Slinger	slinger1	speed_slow_monprop	pantherwoman	PantherJavelin		PW	1	1												6	8		12	16	1	19	60	81	slinger	slinger	10	15	13	12				90	90	90	85	85	85	9	9	9	25	25	25	12	12	12	20	24	28							pantherjav5									1										1			1	1																																					100	85	75	-50	-40	-33								25	25	25	25	50	25		50	50	50	99	2				19	19	19	5	53	86	58	67	47	116	93							94	145	95	80	55	88	138							110	169	95	72	77	123	138							A1	fire	100	40	60		100	48	72		100	62	92																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
cr_archer6	613	cr_archer1	cr_archer7	1	VileArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												6	8		8	12	1	5	59	81	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1													MonBow	A1	1	MonFireArrow	A1	9	MonExplodingArrow	A1	7																100	85	75	-50	-40	-33									50	25			15		99	50		15	2				15	15	15	5	93	131	84	91	30	60	255							94	162	90	100	33	66	165							110	190	90	90	37	74	185																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
cr_archer7	614	cr_archer1		2	DarkArcher	cr_archer1		corruptrogue	CorruptArcher		CR	1	1												6	8		8	12	1	5	61	82	cr_archer	cr_archer	10	15	13	11				70	75	80	80	92	95	12	10	9	35	45	55	24	24	24	20	25	30	15	15	15	16	16	16										1								1		1			1	1													MonBow	A1	1	MonColdArrow	A1	9	MonFreezingArrow	A1	7																100	85	75	-50	-40	-33									25	25	50		15		50	50	99	15	2				15	15	15	5	93	131	84	91	30	60	255							94	162	90	100	33	66	165							110	190	90	90	37	74	185																																																	Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
cr_lancer6	615	cr_lancer1	cr_lancer7	1	VileLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													6	8		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1													Jab	seq_crlancerjab	3	MonPowerStrike	A1	9																			100	85	75	-50	-40	-33										50	25		33		25	99	50	15	2				6	6	6	5	85	124	84	91	76	151	91				60	90	120	136	196	95	85	72	143	154				66	99	132	160	230	95	77	101	200	154				92	139	132																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
cr_lancer7	616	cr_lancer1	cr_lancer8	2	DarkLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													6	8		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1													Jab	seq_crlancerjab	3	MonIceSpear	A1	5																			100	85	75	-50	-40	-33										50	25		33		25	99	50	15	2				6	6	6	5	85	124	84	91	76	151	91				60	90	120	136	196	95	85	72	143	154				66	99	132	160	230	95	77	101	200	154				92	139	132																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
cr_lancer8	617	cr_lancer1		3	BlackLancer	cr_lancer1		corruptrogue	CorruptLancer		CR	1													6	8		8	12	1	5	59	81	cr_lancer	cr_lancer	10	15	13	12				70	70	70	80	85	90	8	7	6	0	45	60	15	12	10	20	25	30	20	20	20													1	1							1		1			1	1													Jab	seq_crlancerjab	3	MonPowerStrike	A1	9																			100	85	75	-50	-40	-33										50	25		33		25	99	50	15	2				6	6	6	5	85	124	84	91	76	151	91				60	90	120	136	196	95	85	72	143	154				66	99	132	160	230	95	77	101	200	154				92	139	132																																											Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
blunderbore5	618	blunderbore1	blunderbore6	0	Blunderbore	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	4		6	6	1	18	59	81	pinhead	pinhead	10	15	13	12				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1													Smite	seq_pinheadsmite	1																						100	85	75	-50	-40	-33							40		15	15	15		75		33	33	33		3				24	24	24	5	108	193	84	114	76	134	160	117	151	92				340	442	80	130	99	154	176	132	171	110				399	519	80	117	139	216	176	185	239	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
blunderbore6	619	blunderbore1		2	Mauler	blunderbore1	blunderbore	blunderbore	PinHead	stun attack	PN	1													2	4		6	6	1	18	59	81	pinhead	pinhead	10	15	13	12				90	95	97	7	7	7	95	95	95	5	5	5	65	65	70																			1	1							1		1			1	1													Smite	seq_pinheadsmite	1																						100	85	75	-50	-40	-33							40		15	15	15		75		33	33	33		3				24	24	24	5	108	193	84	114	76	134	160	117	151	92				340	442	80	130	99	154	176	132	171	110				399	519	80	117	139	216	176	185	239	110																																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_fire5	620	skmage_fire1	skmage_fire6	1	ReturnedMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												4	6		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			99	33		99		50	99	2				15	15	15	5	56	84	84	56										94	136	90	110										110	160	90	90	0	0								A1	fire	100	75	100		100	120	210		100	154	270																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_fire6	621	skmage_fire1		3	BurningDeadMage	skmage_fire1		skeleton	SkeletonMage		SK	1	1												4	6		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagefire									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25			30			50			75			99	33		99		50	99	2				15	15	15	5	56	84	84	56										94	136	90	110										110	160	90	90	0	0								A1	fire	100	75	100		100	120	210		100	154	270																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_ltng5	622	skmage_ltng1	skmage_ltng6	1	ReturnedMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												4	6		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		99	33	50		99		99	2				15	15	15	5	56	84	84	56										94	136	90	110										110	160	90	90	0	0								A1	ltng	100	60	120		100	96	228		100	123	293																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_ltng6	623	skmage_ltng1		3	HorrorMage	skmage_ltng1		skeleton	SkeletonMage		SK	1	1												4	6		6	6	1	8	59	81	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmageltng									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25				30		50				75		99	33	50		99		99	2				15	15	15	5	56	84	84	56										94	136	90	110										110	160	90	90	0	0								A1	ltng	100	60	120		100	96	228		100	123	293																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_cold5	624	skmage_cold1		2	BoneMage	skmage_cold1		skeleton	SkeletonMage		SK	1	1												4	6		6	6	1	15	61	82	sk_mage	sk_mage	10	15	13	12				35	65	85	15	18	20	30	30	30	5	6	7	0	30	50	15	18	20	20	20	20	5	5	5	skmagecold									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25					30	50					75	99	33		50		99	99	2				15	15	15	5	56	84	84	56										94	136	90	110										110	160	90	90	0	0								A1	cold	100	50	80	50	100	108	180	100	100	139	231	150																													Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
skmage_pois5	625	skmage_pois1	skmage_pois6	4	HorrorMage	skmage_pois1		skeleton	SkeletonMage		SK	1	1												4	8		5	5	2	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	33					75	2				17	17	17	5	56	81	84	55										94	136	90	110										110	160	90	90	0	0								A1	pois	100	33	33	100	100	48	48	100	100	62	62	100																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
skmage_pois6	626	skmage_pois1		0	HorrorMage	skmage_pois1		skeleton	SkeletonMage		SK	1	1												4	8		5	5	2	17	47	78	sk_mage	sk_mage	10	15	15	15				35	65	85	9	10	11	30	30	30	5	6	7	0	30	50	18	17	16	20	20	20	5	5	5	skmagepois									1						1				1			1	1													SkeletonRaise	seq_skeletonraise	1																									-50	-40	-25						70						60	33					75	2				17	17	17	5	56	81	84	55										94	136	90	110										110	160	90	90	0	0								A1	pois	100	33	33	100	100	48	48	100	100	62	62	100																													Act 2 Cast B	Act 2 Champ B	Act 2 Unique B					Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B			Act 2 (N) Champ B Desecrated	Act 2 (N) Unique B Desecrated	Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B			Act 2 (H) Champ B Desecrated	Act 2 (H) Unique B Desecrated							0
pantherwoman5	627	pantherwoman1	pantherwoman6	0	Huntress	pantherwoman1		pantherwoman	PantherWoman		PW	1													4	8		9	12	1	14	59	81	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																														100	85	75	-50	-40	-33							33			25	25	25	50		50	50	50	50	2				15	15	15	5	57	97	64	71	51	121	94							60	100	105	80	50	90	200							63	105	105	72	50	90	200							A1	pois					5	25	25	100	15	25	25	150																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
pantherwoman6	628	pantherwoman1		1	SaberCat	pantherwoman1		pantherwoman	PantherWoman		PW	1													4	8		9	12	1	14	60	81	pantherwoman	pantherwoman	10	15	13	12				90	90	90	90	90	95	24	12	12	6	6	6	0	25	50																			1	1									1			1	1							1																														100	85	75	-50	-40	-33							33			25	25	25	50		50	50	50	50	2				15	15	15	5	57	97	64	71	51	121	94							102	170	105	80	55	99	220							120	200	105	72	77	139	220							A1	cold					5	48	72	150	15	62	92	200																													Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
sandleaper6	629	sandleaper1	sandleaper7	1	CaveLeaper	sandleaper1		sandleaper	SandLeaper		SL	1													4	6		8	8	1	15	61	82	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1													Leap	seq_leaperleap	2																						100	85	75	-50	-40	-33										25	50			25	33		99	15	2				16	16	16	5	66	194	84	94	61	121	94	61	121	94				68	136	130	95	72	132	110	61	110	99				80	160	130	86	101	185	110	85	154	99				A1	cold	100	33	66	25	100	40	79	75	100	50	102	100	A2	cold	100	33	66	25	100	40	79	75	100	46	92	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
sandleaper7	630	sandleaper1		3	TombCreeper	sandleaper1		sandleaper	SandLeaper		SL	1													4	6		8	8	1	15	61	82	sandleaper	sandleaper	10	15	14	13				20	22	25	50	50	50	30	30	30	50	50	50																						1	1												1	1													Leap	seq_leaperleap	2																						100	85	75	-50	-40	-33										25	50			25	33		99	15	2				16	16	16	5	66	194	84	94	61	121	94	61	121	94				68	136	130	95	72	132	110	61	110	99				80	160	130	86	101	185	110	85	154	99				A1	cold	100	33	66	25	100	40	79	75	100	50	102	100	A2	cold	100	33	66	25	100	40	79	75	100	46	92	100															Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
wraith6	631	wraith1	wraith7	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													4	8		8	8	1	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																								-50	-33	0	20					50	30					60	99	50			50	99	2				8	8	8	5	83	165	84	93	61	121	94							111	153	130	105	66	116	105							129	181	130	95	92	162	105							A1	mana	40	60	100		45	120	240		50	308	462																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A					Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
wraith7	632	wraith1	wraith8	0	Wraith	wraith1		wraith	Wraith	drains mana	WR	1													4	8		8	8	1	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																								-50	-33	0	20					50	30					60	99	50			50	99	2				8	8	8	5	83	165	84	93	61	121	94							111	153	130	105	66	116	105							129	181	130	95	92	162	105							A1	mana	40	60	100		45	120	240		50	308	462																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A					Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
wraith8	633	wraith1		0	Specter	wraith1		wraith	Wraith	drains mana	WR	1													4	8		8	8	1	15	61	82	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																								-50	-33	0	20					50	30					60	99	50			50	99	2				8	8	8	5	83	165	84	93	61	121	94							111	153	130	105	66	116	105							129	181	130	95	92	162	105							A1	mana	40	60	100		45	120	240		50	308	462																														Act 1 Wraith B	Act 5 Champ A	Act 5 Unique A					Act 1 (N) Wraith B	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 1 (H) Wraith B	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
succubus6	634	succubus1	succubus7	0	Succubusexp	succubus1		succubus	Succubus		0B	1	1												8	10		14	14	1	42	61	83	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1													Defense Curse	S2	3	SuccubusBolt	S2	1	SuccubusBolt	S2	1										100	85	75	-50	-40	-33								33	33	15	33	33	25	66	66	33	66	66	2				50	50	50	5	95	152	107	159	47	85	125							102	153	115	90	55	99	171							120	181	115	81	77	139	171							A2	mag	100	40	75		100	48	90		100	62	116																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
succubus7	635	succubus1		2	Hell Temptress	succubus1		succubus	Succubus		0B	1	1												8	10		14	14	1	42	61	83	succubus	succubus	10	15	14	13				90	93	95	50	25	10	50	50	50	25	25	25	15	13	11	15	15	15	3	3	4		50	80										1	1							1	1				1	1						1													Defense Curse	S2	3	SuccubusBolt	S2	1	SuccubusBolt	S2	1										100	85	75	-50	-40	-33								33	33	15	33	33	25	66	66	33	66	66	2				50	50	50	5	95	152	107	159	47	85	125							102	153	115	90	55	99	171							120	181	115	81	77	139	171							A2	mag	100	40	75		100	48	90		100	62	116																														Act 5 H2H A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) H2H A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) H2H A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
succubuswitch6	636	succubuswitch1	succubuswitch7	3	Dominus	succubuswitch1		succubus	SuccubusWitch		0C	1	1												8	10		12	12	1	42	61	83	succubus	succubus	10	15	14	13				90	90	90	25	25	25	0	30	50	0	8	12	90	90	90	15	14	13	80	80	80	66	66	66										1								1	1				1	1						1							Amplify Damage	S2	3	Weaken	S2	3	Defense Curse	S2	3	SuccubusBolt	S2	1	SuccubusBolt	S2	3										100	85	75	-50	-40	-33					80			33	33	15	99	33	25	66	66	33	99	66	2				50	50	50	5	95	152	107	161	47	85	138							102	153	115	145	55	99	132							120	181	115	122	77	139	132							A2	mag	100	40	75		100	48	90		100	62	116																														Act 5 Cast A	Act 5 Champ A	Act 5 Unique A					Act 5 (N) Cast A	Act 5 (N) Champ A	Act 5 (N) Unique A			Act 5 (N) Champ A Desecrated	Act 5 (N) Unique A Desecrated	Act 5 (H) Cast A	Act 5 (H) Champ A	Act 5 (H) Unique A			Act 5 (H) Champ A Desecrated	Act 5 (H) Unique A Desecrated							0
