skill	*Id	charclass	skilldesc	srvstfunc	srvdofunc	srvstopfunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	useServerMissilesOnRemoteClients	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auraevent4	auraeventfunc4	passivestate	passiveitype	passivereqweaponcount	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passivestat6	passivecalc6	passivestat7	passivecalc7	passivestat8	passivecalc8	passivestat9	passivecalc9	passivestat10	passivecalc10	passivestat11	passivecalc11	passivestat12	passivecalc12	passivestat13	passivecalc13	passivestat14	passivecalc14	summon	pettype	petmax	requirespettype	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltstopfunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	requiresweapon	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	KeepCursorStateOnKill	ContinueCastUnselected	ClearSelectedOnHold	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemUseRestrict	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	localdelay	globaldelay	leftskill	rightskill	repeat	alwayshit	usemanaondo	startmana	minmana	manashift	mana	lvlmana	interrupt	InTown	aura	periodic	perdelay	periodicClearAura	finishing	prgchargestocast	prgchargesconsumed	passive	progressive	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	*calc4 desc	calc5	*calc5 desc	calc6	*calc6 desc	calc7	*calc7desc	calc8	*calc8desc	calc9	*calc9desc	calc10	*calc10desc	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	Param9	*Param9 Description	Param10	*Param10 Description2	Param11	*Param11 Description	Param12	*Param12 Description	Param13	*Param13Description	Param14	*Param14Description	Param15	*Param15Description	Param16	*Param16Description	Param17	*Param17Description	Param18	*Param18Description	Param19	*Param19Description	Param20	*Param20Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add	*eol
Abyss	402	war	abyss	14	28													abysscenter																																																																															Warlock_Skill_Abyss_03_hd											warlock_shadow_cast_1				28						abysscenter												1	7		none													SC	SC	xx					4				1								1			1							Warlock_Skill_Abyss_03_hd	fire_cast_2		30	25					Enhanced Entropy							15		1	1				1	1	8	23	1	1	1											ln12	Explosion Radius																			6	Explosion Radius baseline	0	Explosion Radius per level	2	Duration of ground fire baseline	0	Duration of ground fire per level							10	Damage synergy	20	Damage synergy																							1								8															mag	20	3	6	9	12	15	40	4	8	12	16	20	(skill('Miasma Bolt'.blvl)+skill('Miasma Chains'.blvl))*(skill('Abyss'.par8))								50	1000	0
Sigil Death Explosion	403				153																						ln34																																																																																necromancer_corpseexp_1	death_sentry				98						corpseexplosion	explodingarrowexp	redlightmissile										1	0		none													SQ	SQ	xx											1									1										1															0	0									1	1											par1	Damage % of base HP for enemy Min	par2	Damage % of base HP for enemy Max	par5	% Damage Dealt as Elemental															70	Damage % of base HP for enemy Min	120	Damage % of base HP for enemy Max	8	Radius (half squares)	0	Radius per level (half squares)	50	Damage % Dealt as Elemental																															1				32				8															fire																						0	0
Hex Purge Explosion	404																																																																																																																																																																																																											1																																																																							1																																													0	0
Health Link	405			70	162																		33027	healthlinkcaster	healthlink	500	25													absorbdamage	38																																																								necromancer_curse_cast											warlock_shadow_cast_1																						1	0		none													SC	SC	S1																														1															0	1									1	1											((110 *  (skill('Summon Defiler'.lvl))) * (par2 - par1)) / (100 * ((skill('Summon Defiler'.lvl))+ 6)) + par1	Damage % Linked	((110 *skill('Summon Defiler'.lvl) * (par4 - par3)) / (100 * (skill('Summon Defiler'.lvl) + 6)) + par3	Max number of affected units	"min(5,(lvl+1))"	Number of affected units per cast															20	baseline damage shared between targets	60	damage shared between targets per level	2	baseline number of links	6	max number of links																																	1								8																																		2			0	0
Cold Fissure	406		eruption		28													coldfissure center																																																																															sorceress_cast_cold											arctic_blast_cast				28						coldfissure center												1	0		none													SC	SC	xx				1	4				1								1			1								arctic_blast_cast		1	20												50		0	1									0	1											par1	Radius	par2	Missile Delay																	7	Radius to create Missiles	6	Missile Spawn Rate (Min=1)																																					1								8															cold	15	6	12	16	18	22	25	6	12	16	19	23		75	5	5	5					0	0
Korlic's Leap Attack	407		leap attack	41	170													leapattack				bash																																																																										1		barbarian_leapattack_1													30	44						leapattack												1	6		none			mele										SQ	A1	xx	14		1		4	1											1													18	20					Leap									1	1					1	8	10	0	1	1											ln34+skill('Leap'.blvl)*par8	Damage %	par7	Leap Speed %			0	% Damage Dealt as Elemental	(stat('ua_escalation'.accr) > 0) ? 406 : 0	Skill ID to cast when leap ends	5	Level of cast skill ID													200	Damage % baseline	30	Damage % per level	12	Minimum Airborn Frames			175	Leap Speed %	10	Damage synergy																									1	100	20						8	128	10	4	8	12	16	20	20	8	16	24	32	40	skill('Leap'.blvl)*par8																							0	0
Cold Enchant	408		enchant		25																			coldenchant		ln12		coldmindam	enma	coldmaxdam	exma	item_tohit_percent	toht																																																																barbarian_shout_1																																	1	4		none													SC	SC	xx												1	1							1			1				barbarian_shout_1			18	20														0	1									0	1																															3600	Buff Duration baseline	600	Buff Duration per level	33	% Damage for Ranged Weapons									9	Damage synergy																									1	20	9						7															cold	16	3	7	11	15	19	20	5	9	13	17	21							1			0	0
Lightning Enchant	409		enchant		25																			lightningenchant		ln12		lightmindam	enma	lightmaxdam	exma	item_tohit_percent	toht																																																																barbarian_shout_2																																	1	4		none													SC	SC	xx												1	1							1			1				barbarian_shout_2			18	20														0	1									0	1																															3600	Buff Duration baseline	600	Buff Duration per level	33	% Damage for Ranged Weapons									9	Damage synergy																									1	20	9						7															ltng	16	3	7	11	15	19	20	5	9	13	17	21							1			0	0
Talic's Whirlwind	410		whirlwind	38	168	1																		whirlwind																																																																								1	barbarian_whirlwind														31	45	1																	1	3		none	2		mele										SQ	A1	xx	10		1			1									1															30	20														1	1										1											-1*(ln12)	Damage %	1	Escalation 1 Skill Level	(stat('ua_escalation'.accr) > 0) ? 100 : 0	Chance to Cast Escalation 1 Skill	1	Escalation 2 Skill Level	(stat('ua_escalation'.accr) == 2) ? 100 : 0	Chance To Cast Escalation 2 Skill	(stat('ua_escalation'.accr) > 0) ? 412 : 0	Escalation 1 Skill Id	(stat('ua_escalation'.accr) == 2) ? 413 : 0	Escalation 2 Skill Id							60	Damage % baseline	5	Damage % per level																																					1	50	5						8	128																																				0	0
Townportal O Skill	411		otownportal		109																																																																																																																														0		none													SC	SC	xx																														1									1						0	1										1																																																																							1								8																																					0	0
Fire Twisters	412		twister		118													firetwister																																																																															druid_windcast															68						firetwister												1	0		none													SC	SC	xx				1													1			1										18	20					Cyclone Armor									1	1					1	8	7	0	1	1											par1	# of Missiles created	par2+par7*skill('Arctic Blast'.blvl)	Stun Length (Used by Missile pSrvDmgFunc function)																	3	# of Missiles created	10	Stun Length									2	Duration Synergy	10	Damage synergy																									1								7															fire	12	7	11	15	18	21	16	7	11	15	18	21										0	0
Colossal Volcano	413		volcano		123													volcano									par1																																																																						druid_firecast_a											druid_fire_cast_2				97		91				volcano	volcano overlay fire											1	0		none													SC	SC	xx				1	4				1								1			1							sorceress_cast_fire	druid_fire_cast_2		24	20					Eruption							100		0	1					1	8	25	0	1	1																	par2	Delay between Missiles created													12	Missile Range	2	Delay between Missiles created									16	Physical Damage synergy	12	Fire Damage synergy																									1								8		8	2	4	6	8	10	10	2	4	6	8	10	skill('Molten Boulder'.blvl)*par7	fire	8	2	4	6	8	11	10	2	4	6	8	13	(skill('Eruption'.blvl)+skill('Armageddon'.blvl))*par8									0	0
Colossal Thunder Storm	414		thunder storm	13	29													thunderstorm1						thunderstorm		ln12																																																																							sorceress_thunder_cast									lightning		light_cast_2						84				thunderstorm1												1	5		none													SC	SC	xx																														24	20					Nova	Chain Lightning								0	1					1	8	19	0	1	1		1	(100-dm56) * par4/100 + par3																												3600	Buff Duration baseline	600	Buff Duration per level	25	Periodic Damage Rate Min	100	Periodic Damage Rate Multiplier	0	Min % reduction of periodic damage rate	100	Max % reduction of periodic damage rate	17	Radius	7	Damage synergy																									1								8															ltng	1	10	10	11	11	11	100	10	10	11	11	11	(skill('Static Field'.blvl))*par8									0	0
UberAncientsHeal	415				169																	receiving																																																																																		receiving				healing																						1	0		none													NU	NU	NU																														1															0	0									1	1											(stat('ua_defeated'.accr) == 1) ? 75 : 100	HP % Threshold																																																											1								8																																					0	0
Goatman Stun	416		stun	32	2																																																																																																																													1	0		h2h			mele										A1	A1	xx				1		1	1								1		1			1										1															1	1					1	8	2	0	1	1												Damage %	0	Flat Damage	0	Attack Speed %	0	% Damage Dealt as Elemental (Used only if there is an Etype)													30	Stun Length baseline	5	Stun Length per level							5	Duration synergy	5	Attack Rating synergy	8	Damage synergy																									1			10+lvl*5+skill('Concentrate'.blvl)*par7			96		8	128														stun														30	5	5	2		4			0	0
Goatman Frenzy	417			67	9																			monfrenzy		ln12		velocitypercent	dm34	attackrate	dm34	other_animrate	dm34																																																																																																	1	3		none													SQ	SQ	A2				1		1	1																							1															0	0									1	1											0	Damage %					0	% Damage Dealt as Elemental (Used only if there is an Etype)													200	Duration baseline	25	Duration per level	30	Speed % Min	110	Speed % Max																																	1	10	10						8	128																																	4	10		0	0
Goatman Berserk	418		berserk	39	2																			berserk		"par4-min(((110*lvl)/(lvl+6)*(par4-par3)/100),(par4-par3))"		damageresist	par5	armor_override_percent	-100																																																																																																			1	4		h2h			mele										A1	A1	xx				1		1	1								1		1													1															1	1					1	8	4	0	1	1											ln12	Damage %	"par4-min(((110*lvl)/(lvl+6)*(par4-par3)/100),(par4-par3))"	Duration			100	% Damage Dealt as Elemental (Used only if there is an Etype)													105	Damage % baseline	1	Damage % per level	25	Duration Min	75	Duration Max	0	Armor %					10	Damage synergy																									1	100	15						8	128														mag																			4			0	0
Goatman Cleave	419		cleave	68	164																		41347																																																																																								59	103																		1	3		h2h		1	mele										SQ	SQ	xx			1	1											1		1													1															1	1					1	6	28	1		1											ln12	Damage %	0	Flat Damage	dm34	Attack Speed % (from srvstfunc 68 BarDoDoubleSwing)	0	% Damage Dealt as Elemental (Only if there is an Etype)	11	Amount of slices in the circle that can be attacked	30	Total amount of slices in the circle	0	Range Bonus							5	Damage % base	1	Damage % per level	10	Attack Speed % Min	30	Attack Speed % Max									10	Damage synergy	12	Mirrored Blades Synergy for degrees arc increased																					1	50	7						8	128																																	4	20		0	0
Tainted Resist Fire	420		resist fire		65																		73731	resistfire	resistfire		ln12	fireresist	dm34																			passive_resistfire																																																																																	1	1	8		none															xx																														1	20														0	1					0	8	0	0	1	1	1		50																												16	Radius baseline	2	Radius per level	15	Resistance % Min	70	Resistance % Max																																	1								8																																		6			0	0
Tainted Fire Bolt	421		fire bolt												taintedfirebolt																																																																																		tainted_cast_fire_hd_1											fire_cast_1									taintedfirebolt													1	2		none													SC	SC	xx																	1			1							sorceress_cast_fire			1															1	1					1	7	5	0	1	1																																													16	Damage synergy																									1								7															fire	8	3	4	8	18	25	12	3	6	10	20	25							5			0	0
Tainted Fire Ball	422		fire ball												taintedfireball																																																																																		tainted_cast_fire_hd_1											fire_cast_2									taintedfireball													1	5		none													SC	SC	xx																	1			1							sorceress_cast_fire			1															1	1					1	7	10	1	1	1											par1	Explosion Radius																			5	Explosion Radius													30	Damage synergy																									1								7															fire	10	4	8	36	48	50	14	6	10	40	50	55	skill('Blood Boil'.blvl)*par8						11			0	0
Talic's Fire Pierce	423		conviction		66																		42371	talicfirepierce	talicfirepierce		ln12	fireresist	-ln34																																																																																																					1	6		none															xx	5		1																											30	20														0	1					0	8	0	0	1	1	1		50																												30	Radius baseline	0	Radius per level	30	Resistance % reduction baseline	5	Resistance % reduction per level	50	Armor % reduction Min	50	Armor % reduction Max																													1								8																																		6			0	0
Madawc's Lightning Pierce	424		conviction		66																		42371	madawclightpierce	madawclightpierce		ln12	lightresist	-ln34																																																																																																					1	6		none															xx	5		1																											30	20														0	1					0	8	0	0	1	1	1		50																												30	Radius baseline	0	Radius per level	30	Resistance % reduction baseline	5	Resistance % reduction per level	50	Armor % reduction Min	50	Armor % reduction Max																													1								8																																		6			0	0
Korlic's Cold Pierce	425		conviction		66																		42371	korliccoldpierce	korliccoldpierce		ln12	coldresist	-ln34																																																																																																					1	6		none															xx	5		1																											30	20														0	1					0	8	0	0	1	1	1		50																												303	Radius baseline	0	Radius per level	30	Resistance % reduction baseline	5	Resistance % reduction per level	50	Armor % reduction Min	50	Armor % reduction Max																													1								8																																		6			0	0
Charged Bolt Disk	426				171													colossalchargedbolt	colossalchargedbolt	colossalchargedbolt																																																																													sorceress_cast_lightning											light_cast_1				108						colossalchargedbolt												1	1		none													SC	SC	xx																	1			1							sorceress_cast_lightning			1	20														1	1					1	5	24	4	1	1											32	# of Bolt Missiles created																			3	# of Bolt Missiles created baseline	1	# of Bolt Missiles created per level											6	Damage synergy																									1								7															ltng	4	1	1	2	3	4	8	1	1	2	3	4	(skill('Lightning'.blvl))*par8									0	0
Korlic's Bash	427		bash	32	2																																																																																													barbarian_grunt_small_1	1																															1	7		h2h			mele										A1	A1	xx				1		1	1								1		1													1	20														1	1					1	8	2	0	1	1											ln12+skill('Stun'.blvl)*par8	Damage %	ln34	Flat Damage	0	Attack Speed %	0	% Damage Dealt as Elemental (Used only if there is an Etype)													50	Damage % baseline	5	Damage % per level	1	Flat Damage baseline	1	Flat Damage per level					5	Attack Rating synergy	5	Damage synergy																									1			15+lvl*5+skill('Concentrate'.blvl)*par7	8		112		8	128																																	4			0	0
HeraldThorns	428				81																		303747	holywind	holywindcold		par1	velocitypercent	0-par2	attackrate	0-par2	other_animrate	0-par2																		coldmindam	enms*par3/256	coldmaxdam	exms*par3/256																																																																												1	8		none															xx																														1	20														0	1									1	1	1		50																												28	Radius	75	Slow %	2	Self-DMG to Attack Multiplier					0	Area Damage % Range Scaling (from 100% to 100+X% damage, based on how close the enemy position is to the caster)																													1				16385				8															cold	300						400															0	0
