Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	*ItemProbSum	*ItemProbTotal	*TreasureClassDropChance	firstLadderSeason	lastLadderSeason	noAlwaysSpawn	*eol
Act 1 (H) Champ A Desecrated	36	81	-3					0	Sunder Charms	1	Act 1 (H) Champ A	1	Socket Orb	1																					0
Act 1 (H) Champ B Desecrated	36	81	-3					0	Sunder Charms	1	Act 1 (H) Champ B	1	Socket Orb	1																					0
Act 1 (H) Champ C Desecrated	36	81	-3					0	Sunder Charms	1	Act 1 (H) Champ C	1	Socket Orb	1																					0
Act 2 (H) Champ A Desecrated	36	83	-3					0	Sunder Charms	1	Act 2 (H) Champ A	1	Socket Orb	1																					0
Act 2 (H) Champ B Desecrated	36	83	-3					0	Sunder Charms	1	Act 2 (H) Champ B	1	Socket Orb	1																					0
Act 2 (H) Champ C Desecrated	36	83	-3					0	Sunder Charms	1	Act 2 (H) Champ C	1	Socket Orb	1																					0
Act 3 (H) Champ A Desecrated	36	85	-3					0	Sunder Charms	1	Act 3 (H) Champ A	1	Socket Orb	1																					0
Act 3 (H) Champ B Desecrated	36	85	-3					0	Sunder Charms	1	Act 3 (H) Champ B	1	Socket Orb	1																					0
Act 3 (H) Champ C Desecrated	36	85	-3					0	Sunder Charms	1	Act 3 (H) Champ C	1	Socket Orb	1																					0
Act 4 (H) Champ A Desecrated	36	87	-3					0	Sunder Charms	1	Act 4 (H) Champ A	1	Socket Orb	1																					0
Act 4 (H) Champ B Desecrated	36	87	-3					0	Sunder Charms	1	Act 4 (H) Champ B	1	Socket Orb	1																					0
Act 5 (H) Champ A Desecrated	36	87	-3					0	Sunder Charms	1	Act 5 (H) Champ A	1	Socket Orb	1																					0
Act 5 (H) Champ B Desecrated	36	90	-3					0	Sunder Charms	1	Act 5 (H) Champ B	1	Socket Orb	1																					0
Act 5 (H) Champ C Desecrated	36	96	-3					0	Sunder Charms	1	Act 5 (H) Champ C	1	Socket Orb	1																					0
Act 1 (H) Unique A Desecrated	37	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Unique A	1																	0
Act 1 (H) Unique B Desecrated	37	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Unique B	1																	0
Act 1 (H) Unique C Desecrated	37	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Unique C	1																	0
Act 2 (H) Unique A Desecrated	37	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Unique A	1																	0
Act 2 (H) Unique B Desecrated	37	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Unique B	1																	0
Act 2 (H) Unique C Desecrated	37	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Unique C	1																	0
Act 3 (H) Unique A Desecrated	37	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Unique A	1																	0
Act 3 (H) Unique B Desecrated	37	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Unique B	1																	0
Act 3 (H) Unique C Desecrated	37	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Unique C	1																	0
Act 4 (H) Unique A Desecrated	37	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Unique A	1																	0
Act 4 (H) Unique B Desecrated	37	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Unique B	1																	0
Act 5 (H) Unique A Desecrated	37	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Unique A	1																	0
Act 5 (H) Unique B Desecrated	37	90	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Unique B	1																	0
Act 5 (H) Unique C Desecrated	37	96	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Unique C	1																	0
Act 1 (H) Super A Desecrated	38	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super A	1																	0
Act 1 (H) Super B Desecrated	38	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super B	1																	0
Act 1 (H) Super C Desecrated	38	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super C	1																	0
Act 2 (H) Super A Desecrated	38	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super A	1																	0
Act 2 (H) Super B Desecrated	38	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super B	1																	0
Act 2 (H) Super C Desecrated	38	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super C	1																	0
Act 3 (H) Super A Desecrated	38	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super A	1																	0
Act 3 (H) Super B Desecrated	38	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super B	1																	0
Act 3 (H) Super C Desecrated	38	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super C	1																	0
Act 4 (H) Super A Desecrated	38	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super A	1																	0
Act 4 (H) Super B Desecrated	38	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super B	1																	0
Act 4 (H) Super C Desecrated	38	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super C	1																	0
Act 5 (H) Super A Desecrated	38	90	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super A	1																	0
Act 5 (H) Super B Desecrated	38	90	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super B	1																	0
Act 5 (H) Super C Desecrated	38	96	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super C	1																	0
Act 1 (H) Super Ax Desecrated	39	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super Ax	1																	0
Act 1 (H) Super Bx Desecrated	39	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super Bx	1																	0
Act 1 (H) Super Cx Desecrated	39	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) Super Cx	1																	0
Act 2 (H) Super Ax Desecrated	39	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super Ax	1																	0
Act 2 (H) Super Bx Desecrated	39	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super Bx	1																	0
Act 2 (H) Super Cx Desecrated	39	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) Super Cx	1																	0
Act 3 (H) Super Ax Desecrated	39	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super Ax	1																	0
Act 3 (H) Super Bx Desecrated	39	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super Bx	1																	0
Act 3 (H) Super Cx Desecrated	39	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) Super Cx	1																	0
Act 4 (H) Super Ax Desecrated	39	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super Ax	1																	0
Act 4 (H) Super Bx Desecrated	39	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super Bx	1																	0
Act 4 (H) Super Cx Desecrated	39	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) Super Cx	1																	0
Act 5 (H) Super Ax Desecrated	39	90	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super Ax	1																	0
Act 5 (H) Super Bx Desecrated	39	90	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super Bx	1																	0
Act 5 (H) Super Cx Desecrated	39	96	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) Super Cx	1																	0
Act 1 (H) LT Desecrated	42	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) LT	1																	0
Act 2 (H) LT Desecrated	42	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) LT	1																	0
Act 3 (H) LT Desecrated	42	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) LT	1																	0
Act 4 (H) LT Desecrated	42	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) LT	1																	0
Act 5 (H) LT Desecrated	42	96	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) LT	1																	0
Act 1 (H) LT Swarm Desecrated	43	81	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 1 (H) LT Swarm	1																	0
Act 2 (H) LT Swarm Desecrated	43	83	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 2 (H) LT Swarm	1																	0
Act 3 (H) LT Swarm Desecrated	43	85	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 3 (H) LT Swarm	1																	0
Act 4 (H) LT Swarm Desecrated	43	87	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 4 (H) LT Swarm	1																	0
Act 5 (H) LT Swarm Desecrated	43	96	-5					0	Sunder Charms	1	Shadow Orb	1	Corruption Orb	1	Socket Orb	1	Act 5 (H) LT Swarm	1																	0
Act 1 Super A + t1 Splash Charm		0	-5	800	800	972	1024	0	Act 1 Uitem A	2	Act 1 Cpot A	2	t1 Splash Charm	1																					0
